"determinand_id","determinand_desc","definition","unit_of_measure","unit_of_measure_desc"
5637,"ClBenzeneLch","Chlorobenzene, Leachable","ug/l","MICROGRAM PER LITRE"
5638,"Toluene Lch","Toluene, Leachable :- {Methylbenzene}","ug/l","MICROGRAM PER LITRE"
5639,"112ClEthaneL","1,1,2-Trichloroethane, Leachable","ug/l","MICROGRAM PER LITRE"
5620,"4ClToluene L","4-Chlorotoluene, Leachable","ug/l","MICROGRAM PER LITRE"
5621,"124MeBenzenL","1,2,4-Trimethylbenzene, Leachable","ug/l","MICROGRAM PER LITRE"
5622,"2ClToluene L","2-Chlorotoluene, Leachable","ug/l","MICROGRAM PER LITRE"
5623,"123ClPrpaneL","1,2,3-Trichloropropane, Leachable","ug/l","MICROGRAM PER LITRE"
5624,"BrBenzeneLch","Bromobenzene, Leachable","ug/l","MICROGRAM PER LITRE"
5625,"BromoformLch","Bromoform, Leachable :- {Tribromomethane}","ug/l","MICROGRAM PER LITRE"
5626,"1112ClEthanL","1,1,1,2-Tetrachloroethane, Leachable","ug/l","MICROGRAM PER LITRE"
185,"Sulphite SO3","Sulphite as SO3","mg/l","MILLIGRAM PER LITRE"
5721,"C>16-35AliDW","Equiv.Carbon No >16-35, Aliphatic Fraction : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
7627,"H-Carbons(e)","Hydrocarbons : Total as Ekofisk","mg/l","MILLIGRAM PER LITRE"
5502,"Na Ext DW","Sodium, 1M NH4NO3 extractable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5503,"Mg Ext DW","Magnesium, 1M NH4NO3 extractable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5504,"K Ext DW","Potassium, 1M NH4NO3 extractable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
8724,"Cond of Extr","Conductivity at 20 C, CaSO4 Extract MAFF 427/24","us/cm","MICROSIEMENS PER CENTIMETRE"
5505,"P Ext DW","Phosphorus, NaHCO3 (42g/l) extractable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
3966,"Fluazinam","Fluazinam","ng/l","NANOGRAM PER LITRE"
1033,"m-p-Xylene","Dimethylbenzene : Sum of isomers (1,3- 1,4-)","mg/l","MILLIGRAM PER LITRE"
780,"Benzene","Benzene","mg/l","MILLIGRAM PER LITRE"
1025,"o-Xylene","1,2-Dimethylbenzene :- {o-Xylene}","mg/l","MILLIGRAM PER LITRE"
775,"Ethylbenzene","Ethylbenzene","mg/l","MILLIGRAM PER LITRE"
8587,"PHENOL LCH W","Phenols, Leachable : Wet Wt as Phenol","mg/kg","MILLIGRAM PER KILOGRAM"
1115,"Tributyl Tin","Tributyl Tin","ug/l","MICROGRAM PER LITRE"
8476,"MMFIBRES","Man Made Fibres","pres/nf","PRESENT/NOT FOUND"
303,"C - Org DWt","Carbon, Organic : Dry Wt as C","mg/kg","MILLIGRAM PER KILOGRAM"
7623,"MethanalUD","Formaldehyde, Undistilled :- {Methanal}","ug/l","MICROGRAM PER LITRE"
6750,"34XylenolDWt","3,4-Dimethylphenol : Dry Wt :- {3,4-Xylenol}","mg/kg","MILLIGRAM PER KILOGRAM"
9971,"35XylenolDW","3,5-Dimethylphenol : Dry Wt :- {3,5-Xylenol}","mg/kg","MILLIGRAM PER KILOGRAM"
8512,"SULPHCOSHH","COSHH Assessment : Sulphide","text","Text Result"
5209,"Aniline DW","Aniline : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
1183,"WethPresPrec","Weather : Precipitation","coded","Coded Result"
9057,"AmoniaLLFilt","Ammoniacal Nitrogen, Filtered : Low level as N","ug/l","MICROGRAM PER LITRE"
7049,"Oil&Grs WWt","Oil and Grease : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5033,"Fluazinam","Fluazinam","ug/l","MICROGRAM PER LITRE"
7361,"WtLB1TpCvr","Water Level Below top cover","m","METRE"
5700,"C>8-10 Ar Lc","Equiv.Carbon No >8-10, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5701,"C>7-8 Ar Lch","Equiv.Carbon No >7-8, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5702,"C>5-7 Ar Lch","Equiv.Carbon No >5-7, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5703,"C>35-44AlLch","Equiv.Carbon No >35-44, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5704,"C>16-35AlLch","Equiv.Carbon No >16-35, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5705,"C>12-16AlLch","Equiv.Carbon No >12-16, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5706,"C>10-12AlLch","Equiv.Carbon No >10-12, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5707,"C>8-10 Al Lc","Equiv.Carbon No >8-10, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5708,"C>6-8 Al Lch","Equiv.Carbon No >6-8, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5695,"C>35-44ArLch","Equiv.Carbon No >35-44, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5696,"C>21-35ArLch","Equiv.Carbon No >21-35, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5697,"C>16-21ArLch","Equiv.Carbon No >16-21, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5698,"C>12-16ArLch","Equiv.Carbon No >12-16, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5699,"C>10-12ArLch","Equiv.Carbon No >10-12, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4579,"Carbamazepi","Carbamazepine","ug","Micrograms"
4111,"TWA-PSD","Time Weighted Averages : PSD","unitless","UNITLESS VALUE"
4603,"Cypermethrin","Cypermethrin","ug","Micrograms"
4936,"DPT Cat DW","Diphenyl Tin as Cation : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
5500,"TePT DW","Tetraphenyl Tin : Dry Wt as Cation","ug/kg","MICROGRAM PER KILOGRAM"
9569,"DEHA","Di(2-ethylhexyl) adipate","ug/l","MICROGRAM PER LITRE"
193,"CarbonateCO3","Carbonate as CO3","mg/l","MILLIGRAM PER LITRE"
948,"Algae TCC","Algae : Total cell count","no/ml","NUMBER PER MILLILITRE"
7226,"BIOLex","Biological examination","unitless","UNITLESS VALUE"
4368,"C>10-44AroDW","Equiv.Carbon No >10-44, Aromatic Fraction : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4369,"C>10-44AliDW","Equiv.Carbon No >10-44, Aliphatic Fraction : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4371,"C>10-35 DW","Equiv.Carbon No >10-35 : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4372,"C>10-35AroDW","Equiv.Carbon No >10-35, Aromatic Fraction : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
3595,"Salm MPN","Salmonella: Enumeration : MPN : Wet Wt","mpn/100g","Most Probable Number per 100g"
4422,"3+4MePhenDW","3+4 Methylphenol : {m- + p- Cresol}","ug/kg","MICROGRAM PER KILOGRAM"
4423,"3+4NAniline","3 + 4 Nitroaniline","ug/kg","MICROGRAM PER KILOGRAM"
4411,"Propane","Propane","ppm","PARTS PER MILLION"
8850,"Ethane","Ethane","ppm","PARTS PER MILLION"
8851,"Ethylene","Ethylene :- {Ethene}","ppm","PARTS PER MILLION"
8843,"Acetylene","Acetylene","ppm","PARTS PER MILLION"
4687,"Hydrogen","Hydrogen","ppm","PARTS PER MILLION"
4688,"Helium","Helium","ppm","PARTS PER MILLION"
7329,"Thalassiosir","Thalassiosira : Bloom algae","unitless","UNITLESS VALUE"
7348,"Gymnodinium","Gymnodinium : Bloom algae","unitless","UNITLESS VALUE"
7352,"Chaetocerus","Chaetocerus : Bloom algae","unitless","UNITLESS VALUE"
7336,"Phaeocystis","Phaeocystis : Bloom algae","unitless","UNITLESS VALUE"
6369,"B/Grn AlgaeS","Blue green algal score","coded","Coded Result"
3091,"Asterionella","Asterionella","pres/nf","PRESENT/NOT FOUND"
7340,"Noctiluca","Noctiluca : Bloom algae","unitless","UNITLESS VALUE"
6091,"Nemoura Sp.","Nemoura sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
3726,"Stone>2-60","Stone Fraction 2 - 60mm","%","PERCENTAGE"
4833,"Sand Frac DW","Sand Fraction 0.063 - 2.00mm : Dry Wt","%","PERCENTAGE"
3721,"Cohesive str","Cohesive strength","kn/m2","Kilo Newtons per square metre"
4765,"Silt Frac DW","Silt Fraction, 0.002 - < 0.063mm : Dry Wt","%","PERCENTAGE"
4766,"Clay Frac DW","Clay Fraction <0.002mm : Dry Wt","%","PERCENTAGE"
3725,"Stone>60-200","Stone Fraction 60 - 200mm","%","PERCENTAGE"
4030,"StrepF C-MPN","Streptococci : Faecal : Confirmed : MPN : Wet Wt","mpn/100g","Most Probable Number per 100g"
9974,"BOD Leach1:1","BOD : 5 Day ATU, Leachable","mg/l","MILLIGRAM PER LITRE"
9583,"HCH (0 LOD)","HCH : Total Isomers : LOD as 0","ug/l","MICROGRAM PER LITRE"
3394,"TRP","Tryptophan","rfu","Relative Fluorescence Units"
6887,"Clarity Code","Clarity code","coded","Coded Result"
788,"Acrylamide","Acrylamide","mg/l","MILLIGRAM PER LITRE"
4837,"C/N Ratio","Carbon/Nitrogen Ratio","unitless","UNITLESS VALUE"
3262,"PermthrnTrWW","trans-Permethrin : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
2920,"SO4 Acid Ext","Sulphate, Acid Ext","mg/kg","MILLIGRAM PER KILOGRAM"
9023,"PBDE 77","3,3,4,4-Tetrabromodiphenyl ether :- {PBDE 77}","ug/l","MICROGRAM PER LITRE"
7373,"H2S","Hydrogen Sulphide","ppm","PARTS PER MILLION"
3703,"ColfmF MF10","Coliforms, Faecal : MF : Analysis in 10 Hours","no/100ml","NUMBER PER HUNDRED MILLILITRES"
3537,"Colfm PMF10","Coliforms, Total : Presumptive : MF : Analysis in 10 Hours","no/100ml","NUMBER PER HUNDRED MILLILITRES"
3021,"Mineral Oils","Mineral Oil","coded","Coded Result"
3,"Time","Time","hh.mm","HOUR (HH.MM)"
9822,"BAlky CaCO3","Alkalinity, Bicarbonate as CaCO3","mg/l","MILLIGRAM PER LITRE"
104,"Hg - Partic","Mercury, Particulate","ug/l","MICROGRAM PER LITRE"
87,"BODsetnonATU","BOD : 5 Day non-ATU, Settled","mg/l","MILLIGRAM PER LITRE"
2364,"Salm C-MPN","Salmonella : Confirmed : MPN","no/l","NUMBER PER LITRE"
3533,"StrepF PMF10","Streptococci : Faecal : Presumptive : MF : Analysis in 10 Hours","no/100ml","NUMBER PER HUNDRED MILLILITRES"
6832,"N Digested","Nitrogen, Digested as N","ug/l","MICROGRAM PER LITRE"
3832,"TetBT Cation","Tetrabutyl Tin as Cation","ng/l","NANOGRAM PER LITRE"
4027,"NH3in-sPalin","Ammoniacal Nitrogen : In Situ Palin test","mg/l","MILLIGRAM PER LITRE"
3830,"DBT Cation","Dibutyl Tin as Cation","ng/l","NANOGRAM PER LITRE"
8341,"EC0157 MPN","Escherichia coli, O157 : Confirmed : MPN","no/100ml","NUMBER PER HUNDRED MILLILITRES"
3829,"MBT Cation","Monobutyl Tin as Cation","ng/l","NANOGRAM PER LITRE"
8300,"EC0157-100ml","Escherichia coli, O157 : per 100 ml","pres/nf","PRESENT/NOT FOUND"
3867,"TotDepthIn-s","Depth : Total","m","METRE"
8069,"SiO2 L DW","Silicate, Leachable : Dry Wt as SiO2","mg/kg","MILLIGRAM PER KILOGRAM"
3532,"StrepF PMF10","Streptococci : Faecal : Presumptive : MF : Analysis in 10 Hours","no/ml","NUMBER PER MILLILITRE"
3538,"Colfm PMF10","Coliforms, Total : Presumptive : MF : Analysis in 10 Hours","no/ml","NUMBER PER MILLILITRE"
3984,"ColfmF PMF10","Coliforms, Faecal : Presumptive : MF : Analysis in 10 Hours","no/ml","NUMBER PER MILLILITRE"
8429,"EC0157 /L","Escherichia coli, O157 : per Litre","pres/nf","PRESENT/NOT FOUND"
3020,"SeaColour cf","Sea Colour : compared to normal","coded","Coded Result"
9995,"Hours of Sun","Weather : Hours of sunshine","unitless","UNITLESS VALUE"
3026,"WethYdy Temp","Weather : Temperature : Previous 24 hours","coded","Coded Result"
3025,"Vis Polluton","State of visible pollution Scale 0-3","coded","Coded Result"
3027,"WethTdy 1-6","Weather : Scale 1-6","coded","Coded Result"
7661,"Flow SGR","Flow : Staff gauge","m","METRE"
3354,"StrepF C-MPN","Streptococci : Faecal : Confirmed : MPN","no/100ml","NUMBER PER HUNDRED MILLILITRES"
939,"E.coli C-MPN","Escherichia coli : Confirmed : MPN","no/100ml","NUMBER PER HUNDRED MILLILITRES"
8640,"UVFailLamp","UV : Failed lamps","no.","NUMBER"
3842,"Cryptosporid","Cryptosporidia oocysts","no/l","NUMBER PER LITRE"
8636,"UVDisAv","UV : Display available","coded","Coded Result"
8637,"UV Transmiss","UV Transmissivity","%","PERCENTAGE"
8638,"UVAppDose","UV : Applied dose","mw.s/sq.","Milliwatt seconds per square centimetre"
8639,"UVRecDose","UV : Received dose","mw.s/sq.","Milliwatt seconds per square centimetre"
7273,"Cond -insitu","Conductivity : In Situ","ms/cm","Millisiemens per centimetre"
7227,"Bismuth","Bismuth","ug/l","MICROGRAM PER LITRE"
84,"BOD5DyATUSet","BOD : 5 Day ATU, Settled","mg/l","MILLIGRAM PER LITRE"
9153,"Tars/Floatg","Floating material : Tars","coded","Coded Result"
9689,"Surfactants","Surfactants","pres/nf","PRESENT/NOT FOUND"
41,"Mean MhyFlow","Flow : Monthly mean","m3/s","CUBIC METRE PER SECOND"
6868,"OrganoHalogn","Organo Halogens : Total","ug/l","MICROGRAM PER LITRE"
9460,"Chlorotoluen","Chlorotoluene : Total Isomers (2- 3- 4-)","ug/l","MICROGRAM PER LITRE"
8071,"TIoN Leac DW","Nitrogen, Total Inorganic, Leachable : Dry Wt as N","mg/kg","MILLIGRAM PER KILOGRAM"
8490,"TetClEthene","Tetrachloroethylene :- {Perchloroethylene}","%","PERCENTAGE"
150,"Sld NV@500C","Solids, non-volatile at 500 C","%","PERCENTAGE"
6512,"Visit-NoBott","Site visit only : No sample bottle","unitless","UNITLESS VALUE"
9497,"Oxidant TotR","Oxidant : Total Residual","ug/l","MICROGRAM PER LITRE"
4259,"C>10-44-Al L","Equiv.Carbon No >10-44, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4240,"C>35-40 Ar L","Equiv.Carbon No >35-40, Aromatic Fraction,Leachable","mg/l","MILLIGRAM PER LITRE"
4241,"C>35-40 Al L","Equiv.Carbon No >30-40, Aromatic Fraction, leachable","mg/l","MILLIGRAM PER LITRE"
4260,"C>10-40 Ar L","Equiv.Carbon No >10-40, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4242,"C>30-40 Ar L","Equiv.Carbon No >30-40, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4261,"C>10-40-Al L","Equiv.Carbon No >10-40, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4262,"C>10-35 Ar L","Equiv.Carbon No >10-35, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4244,"C>30-40 Al L","Equiv.Carbon No >30-40, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5260,"C>21-35AlLch","Equiv.Carbon No >21-35, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4245,"C>25-40 Ar L","Equiv.Carbon No >25-40, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
5261,"C>16-21AlLch","Equiv.Carbon No >16-21, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4246,"C>25-40 Al L","Equiv.Carbon No >25-40, Aliphatic Fraction, leachable","mg/l","MILLIGRAM PER LITRE"
4247,"C>24-44-Ar L","Equiv.Carbon No >24-44, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4266,"C>10-35-Al L","Equiv.Carbon No >10-35, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4248,"C>24-44 Al L","Equiv.Carbon No >24-44, Aliphatic Fraction, leachable","mg/l","MILLIGRAM PER LITRE"
4267,"C>10-25 Ar L","Equiv.Carbon No >10-25, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4249,"C>24-40 Ar L","Equiv.Carbon No >24-40, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4425,"C>21-35ArLch","Equiv.Carbon No >16-35, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4268,"C>10-25 Al L","Equiv.Carbon No >10-25, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4269,"C>10-24 Ar L","Equiv.Carbon No >10-24, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4250,"C>24-40 Al L","Equiv.Carbon No >24-40, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4251,"C>20-44 Ar L","Equiv.Carbon No >20-44, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4270,"C>10-24 Al L","Equiv.Carbon No >10-24, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4252,"C>20-44-Al L","Equiv.Carbon No >20-44, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4271,"C>10-24 Ai L","Equiv.Carbon No >10-20, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4253,"C>20-40 Ar L","Equiv.Carbon No >20-40, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4254,"C>20-40 Al L","Equiv.Carbon No >20-40, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4255,"C>20-30-Ar L","Equiv.Carbon No >20-30, Aromatic Fraction, leachable","mg/l","MILLIGRAM PER LITRE"
4256,"C>20-30-Al L","Equiv.Carbon No >20-30, Aliphatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4257,"C>10-20-Ar L","Equiv.Carbon No >10-20, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
4258,"C>10-44-Ar L","Equiv.Carbon No >10-44, Aromatic Fraction, Leachable","mg/l","MILLIGRAM PER LITRE"
2345,"E.coli PMF","Escherichia coli : Presumptive : MF","no/ml","NUMBER PER MILLILITRE"
30,"Level@Smpl T","Borehole : Water level at sample time","m","METRE"
8426,"EC0157-100g","Escherichia coli, O157 : per 100 gram","pres/nf","PRESENT/NOT FOUND"
7060,"AmmElecHiCOP","WQMS : Ammonia electrode, High C.O.P","%","PERCENTAGE"
8399,"C3Napth WW","Naphthalenes : C3 : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
7266,"Halogens Fre","Halogens : Total Free","mg/l","MILLIGRAM PER LITRE"
8855,"BULK DENS","Bulk density","g/ml","grams per millilitre"
8235,"Salmonella S","Salmonella : Wet Wt","pres/nf","PRESENT/NOT FOUND"
6739,"White Spirit","White Spirit","%","PERCENTAGE"
8715,"EthlyAcetate","Ethyl acetate :- {Ethyl ethanoate}","% w/w","Percent Wt/Wt"
8553,"BUTACETAT%","1-Butyl acetate :- {n-Butyl ethanoate}","%","PERCENTAGE"
8554,"MIBK %","Methyl-iso-Butyl-Ketone :- {4-Methylpentan-2-one}","%","PERCENTAGE"
6151,"EphemerellSp","Ephemerella sp.","rel abd","RELABD 1(1)2(5)3(20)4(100)5(500)6(>)"
1238,"Mg - Wet Wt","Magnesium : Wet Wt","mg/kg","MILLIGRAM PER KILOGRAM"
9602,"S Bifidobact","Bifidobacterium : Sorbitol Fermenters","cfu/0.1l","Colony Forming Units / 100ml"
9599,"T Bifidobact","Bifidobacterium : Total","cfu/0.1l","Colony Forming Units / 100ml"
5447,"F+ Phage WW","Phage : F+ Coliphage : Wet Wt","pfu/100g","PFU/100g"
8860,"Methane Pk","Methane : Peak reading","% v/v","Percent  vol/vol"
7215,"Tot HCH A +G","HCH : Total (Alpha, Gamma)","ug/l","MICROGRAM PER LITRE"
710,"TBT Dry Wt","Tributyl Tin : Dry Wt as Cation","ug/kg","MICROGRAM PER KILOGRAM"
7119,"CHT Dry Wt","Cyclohexyl Tin : Dry Wt as CHT","ug/kg","MICROGRAM PER KILOGRAM"
3759,"MBT Dry Wt","Monobutyl Tin : Dry Wt as Cation","ug/kg","MICROGRAM PER KILOGRAM"
4935,"MPT Cat DW","Monophenyl Tin : Dry Wt as Cation","ug/kg","MICROGRAM PER KILOGRAM"
5040,"EColi HH2","Escherichia coli : HH2 genetic marker","text","Text Result"
4062,"B. globigii","Bacillus globigii : MF : Wet Wt","no/g","NUMBER PER GRAM"
5330,"Som Phg WW","Coliphage : Somatic : Wet Wt","pfu/100g","PFU/100g"
6863,"WtrSol SO4","Sulphate, Water Soluble 2:1","g/l","GRAM PER LITRE"
6634,"Density","Density","g/ml","grams per millilitre"
5034,"F+ TypeI Pha","F+ Type I Bacteriophage","pfu/0.1l","PLAQUE FORMING UNITS PER 100ML"
5013,"N Ext DW","Nitrogen, Sat CaSO4 extractable : Dry Wt","mg/l","MILLIGRAM PER LITRE"
5014,"N Ext DW","Nitrogen, Sat CaSO4 extractable : Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
5015,"Na Ext DW","Sodium, 1M NH4NO3 extractable : Dry Wt","mg/l","MILLIGRAM PER LITRE"
5017,"Mg Ext DW","Magnesium, 1M NH4NO3 extractable : Dry Wt","mg/l","MILLIGRAM PER LITRE"
5018,"K Ext DW","Potassium, 1M NH4NO3 extractable : Dry Wt","mg/l","MILLIGRAM PER LITRE"
5019,"P Ext DW","Phosphorus, 0.5M NaHCO3 extractable : Dry Wt","mg/l","MILLIGRAM PER LITRE"
810,"Rhodamine-B","Rhodamine B","ug/l","MICROGRAM PER LITRE"
285,"Al- Filtered","Aluminium, Dissolved","mg/l","MILLIGRAM PER LITRE"
287,"Aluminium-Al","Aluminium","mg/l","MILLIGRAM PER LITRE"
184,"SulphideFilt","Sulphide, Dissolved as S","mg/l","MILLIGRAM PER LITRE"
4908,"Bac Ruminant","Bacteroidetes Marker : Ruminant : Report","text","Text Result"
4909,"Bac All","Bacteroidetes Marker : All : Report","text","Text Result"
3455,"TextVirology","Text determinand for virology samples","unitless","UNITLESS VALUE"
9926,"Zn WLd","Zinc : Total weekly load","t/wk","TONNES PER WEEK"
8396,"Bronopol","Bronopol","ug/l","MICROGRAM PER LITRE"
7239,"Cu Load","Copper : Load","kg/d","KILOGRAM PER DAY"
6726,"H2 Peroxide","Hydrogen Peroxide","mg/l","MILLIGRAM PER LITRE"
9841,"BOD5DyF 2ATU","BOD : 5 Day (2.0 mg/l ATU), Filtered","mg/l","MILLIGRAM PER LITRE"
97,"PV N/80 4Hrs","Permanganate Value N/80 4 Hours","mg/l","MILLIGRAM PER LITRE"
7068,"WQMSmonVt+ve","WQMS : Batttery voltage, positive","v","VOLT"
4050,"C>5-10 Lch","Equiv.Carbon No >5-10 : Leachable","mg/l","MILLIGRAM PER LITRE"
3988,"DiClFMethDW","Dichlorofluoromethane : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3755,"P Load","Phosphorus : Load as P","kg/d","KILOGRAM PER DAY"
7269,"CSO Rec. Op.","CSO operating recently","yes/no","YES(1) OR NO(0)"
9713,"TCB 1/2LOD","Trichlorobenzene : Total (123-, 124-, 135-) : LOD as 1/2","ug/l","MICROGRAM PER LITRE"
7976,"Met Grp 21","Metals : Total ( As Cd Cr Cu Ni Pb Zn ) : Group 21","ug/l","MICROGRAM PER LITRE"
6529,"Weth7Dy-Prec","Weather : Precipitation : Past 7 days","coded","Coded Result"
4988,"PCB 183 DW","PCB - 183 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4987,"PCB 194 DW","PCB - 194 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4990,"PCB 141 DW","PCB - 141 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
3362,"PCBs (25) DW","PCB : Total : Sum of 25 congeners","ug/kg","MICROGRAM PER KILOGRAM"
3365,"THC UVF","Hydrocarbons, UV Fluorescence: Dry Wt","mg/kg","MILLIGRAM PER KILOGRAM"
4989,"PCB 158 DW","PCB - 158 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
6733,"PCB 151 DW","PCB - 151 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4991,"PCB 110 DW","PCB - 110 : Dry Wt","ug/kg","MICROGRAM PER KILOGRAM"
4830,"CaCO3 Equ DW","Calcium Carbonate Equivalents as CaCO3 : Dry Wt","%","PERCENTAGE"
7494,"10-10.5 Lz","Volume in % Lorenz : PHI INT 10 to 10.5","%","PERCENTAGE"
7493,"1.5-2.0 Lz","Volume in % Lorenz : PHI INT 1.5 to 2.0","%","PERCENTAGE"
7508,"8.0-8.5 Lz","Volume in % Lorenz : PHI INT 8.0 to 8.5","%","PERCENTAGE"
7510,"9.0-9.5 Lz","Volume in % Lorenz : PHI INT 9.0 to 9.5","%","PERCENTAGE"
7502,"5.0-5.5 Lz","Volume in % Lorenz : PHI INT 5.0 to 5.5","%","PERCENTAGE"
7507,"7.5-8.0 Lz","Volume in % Lorenz : PHI INT 7.5 to 8.0","%","PERCENTAGE"
7511,"9.5-10.0Lz","Volume in % Lorenz : PHI INT 9.5 to 10.0","%","PERCENTAGE"
7499,"3.5-4.0 Lz","Volume in % Lorenz : PHI INT 3.5 to 4.0","%","PERCENTAGE"
7503,"5.5-6.0 Lz","Volume in % Lorenz : PHI INT 5.5 to 6.0","%","PERCENTAGE"
7495,"10.5-11 Lz","Volume in % Lorenz : PHI INT 10.5 to 11.0","%","PERCENTAGE"
7509,"8.5-9.0 Lz","Volume in % Lorenz : PHI INT 8.5 to 9.0","%","PERCENTAGE"
7513,"-0.5-0.0Lz","Volume in % Lorenz : PHI INT -0.5 to 0.0","%","PERCENTAGE"
7491,"0.5-1.0 Lz","Volume in % Lorenz : PHI INT 0.5 to 1.0","%","PERCENTAGE"
7505,"6.5-7.0 Lz","Volume in % Lorenz : PHI INT 6.5 to 7.0","%","PERCENTAGE"
7490,"0.0-0.5 Lz","Volume in % Lorenz : PHI INT 0.0 to 0.5","%","PERCENTAGE"
7504,"6.0-6.5 Lz","Volume in % Lorenz : PHI INT 6.0 to 6.5","%","PERCENTAGE"
7496,"2.0-2.5 Lz","Volume in % Lorenz : PHI INT 2.0 to 2.5","%","PERCENTAGE"
7514,"-1.0--0.5L","Volume in % Lorenz : PHI INT -1.0 to -0.5","%","PERCENTAGE"
7500,"4.0-4.5 Lz","Volume in % Lorenz : PHI INT 4.0 to 4.5","%","PERCENTAGE"
7492,"1.0-1.5 Lz","Volume in % Lorenz : PHI INT 1.0 to 1.5","%","PERCENTAGE"
7506,"7.0-7.5 Lz","Volume in % Lorenz : PHI INT 7.0 to 7.5","%","PERCENTAGE"
7497,"2.5-3.0 Lz","Volume in % Lorenz : PHI INT 2.5 to 3.0","%","PERCENTAGE"
7501,"4.5-5.0 Lz","Volume in % Lorenz : PHI INT 4.5 to 5.0","%","PERCENTAGE"
7498,"3.0-3.5 Lz","Volume in % Lorenz : PHI INT 3.0 to 3.5","%","PERCENTAGE"
3405,"PBDE 66 WW","2,3,4,4 Tetrabromodiphenyl ether : Wet Wt","ug/kg","MICROGRAM PER KILOGRAM"
